Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two,alcohol,dance,veg,pet,music,valet,buffet,vegan,rooftop,sugarfree,takeawayonly
Vyankis Eating Co,https://www.zomato.com/pune/vyankis-eating-co-baner,Baner,4,North Indian,400,0,0,0,0,0,0,0,0,0,0,0
Delhi Chowk,https://www.zomato.com/pune/delhi-chowk-viman-nagar,KP and Kalyani,4.3,North Indian,,0,0,1,0,0,0,0,0,0,0,0
Chav Family Restaurant Veg Non Veg,https://www.zomato.com/pune/chav-family-restaurant-veg-non-veg-shivaji-nagar,Shivaji Nagar,3.2,"Maharashtrian, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Indian Spice,https://www.zomato.com/pune/indian-spice-1-hadapsar,Hadapsar,3.3,"North Indian, Chinese, Malwani",500,0,0,0,0,0,0,0,0,0,0,0
Kelvin 77,https://www.zomato.com/pune/kelvin-77-ravet,Ravet,3.2,"Italian, Sandwich, Fast Food, Desserts, Ice Cream, Beverages",500,0,0,1,0,0,0,0,0,0,0,0
Manna Dosa Magic,https://www.zomato.com/pune/manna-dosa-magic-1-wakad,Wakad,3.4,South Indian,300,0,0,1,0,0,0,0,0,0,0,0
Akash Tiffin Centre,https://www.zomato.com/pune/akash-tiffin-centre-4-bavdhan,Bavdhan,3.1,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Kalvan Veg-Non Veg,https://www.zomato.com/pune/kalvan-veg-non-veg-kondhwa,Kondhwa,3.1,"North Indian, Chinese",200,0,0,0,0,0,0,0,0,0,0,0
Caffe Valentine,https://www.zomato.com/pune/caffe-valentine-talegaon,Talegaon,0,"Cafe, Fast Food",200,0,0,1,0,0,0,0,0,0,0,0
Hashtag Briyani & Cafe,https://www.zomato.com/pune/hashtag-briyani-cafe-narhe,Narhe,3.1,"Biryani, Fast Food, Beverages",300,0,0,0,0,0,0,0,0,0,0,0
Mukhtalif,https://www.zomato.com/pune/mukhtalif-wadgaon-sheri,Wadgaon Sheri,3.6,"North Indian, Mughlai",,0,0,0,0,0,0,0,0,0,0,0
Southampton Northshire,https://www.zomato.com/pune/southampton-northshire-wanowrie,Wanowrie,0,"South Indian, North Indian, Beverages",600,0,0,0,0,0,0,0,0,0,0,0
Hotel New Swagat,https://www.zomato.com/pune/hotel-new-swagat-khadki,Khadki,3.4,"North Indian, Maharashtrian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Café Chocolicious,https://www.zomato.com/pune/café-chocolicious-1-pimpri,Pimpri,3.6,"Fast Food, Ice Cream, Beverages",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Kaveri,https://www.zomato.com/pune/hotel-kaveri-kharadi,Kharadi,3.2,North Indian,400,0,0,0,0,0,0,0,0,0,0,0
Jaha's Biryani,https://www.zomato.com/pune/jahas-biryani-hadapsar,Hadapsar,4,Biryani,,0,0,0,0,0,0,0,0,0,0,0
Salad Men,https://www.zomato.com/pune/salad-men-wadgaon-sheri,Wadgaon Sheri,4,Salad,,0,0,0,0,0,0,0,0,0,0,0
Sai Kasturi,https://www.zomato.com/pune/sai-kasturi-bhosari,Bhosari,3.2,"North Indian, Chinese, South Indian, Beverages",450,0,0,1,0,0,0,0,0,0,0,0
The Eatery Cheese,https://www.zomato.com/pune/the-eatery-cheese-kothrud,Kothrud,3.7,"Cafe, Fast Food, Pizza",300,0,0,1,0,0,0,0,0,0,0,0
China Xpress,https://www.zomato.com/pune/china-xpress-magarpatta,Magarpatta,3.8,"Chinese, North Indian, Fast Food",,0,0,0,0,0,0,0,0,0,0,0
Hotel Mhavra Bakra,https://www.zomato.com/pune/hotel-mhavra-bakra-sadashiv-peth,Sadashiv Peth,3.3,"Malwani, North Indian, Biryani, Maharashtrian",400,0,0,0,0,0,0,0,0,0,0,0
Gangotri Pure Veg,https://www.zomato.com/pune/gangotri-pure-veg-katraj,Katraj,4,"South Indian, Fast Food, North Indian, Chinese, Beverages",550,0,0,1,0,0,0,1,0,0,0,0
Grub Shub,https://www.zomato.com/pune/grub-shub-kothrud,Kothrud,4.1,"Fast Food, Desserts, Beverages",600,0,0,0,0,0,0,0,0,0,0,0
Hotel Agathya,https://www.zomato.com/pune/hotel-agathya-shivane,Shivane,3.3,"Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Kolkata Darbar,https://www.zomato.com/pune/kolkata-darbar-nibm-road,NIBM Road,3.8,"Biryani, North Indian, Rolls",600,0,0,0,0,0,0,0,0,0,0,0
Girija Veg,https://www.zomato.com/pune/girija-veg-lohegaon,Lohegaon,2.6,"Chinese, Maharashtrian, North Indian, Fast Food, South Indian",600,0,0,1,0,0,0,1,0,0,0,0
Legacy Bar,https://www.zomato.com/pune/legacy-bar-bavdhan,Bavdhan,3.9,"Continental, North Indian",1400,0,0,0,0,0,0,0,0,0,0,0
Biryani King,https://www.zomato.com/pune/biryani-king-kothrud,Kothrud,3.6,"North Indian, Biryani",400,0,0,0,0,0,0,0,0,0,0,0
Hotel Poona,https://www.zomato.com/pune/hotel-poona-chinchwad,Chinchwad,3,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
The Urban Chulah,https://www.zomato.com/pune/the-urban-chulah-viman-nagar,Viman Nagar,3.7,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Rasana Snacks,https://www.zomato.com/pune/rasana-snacks-sinhgad-road,Sinhgad Road,3.5,Maharashtrian,200,0,0,1,0,0,0,0,0,0,0,0
The Chef's Way Cafe,https://www.zomato.com/pune/the-chefs-way-cafe-khadki,Khadki,4.1,"Cafe, Fast Food, Beverages",500,0,0,0,0,0,0,0,0,0,0,0
The Majestic Bar & Resto,https://www.zomato.com/pune/the-majestic-bar-resto-wakad,Wakad,3.5,"North Indian, Seafood, Mughlai, Italian",1400,0,0,0,0,1,0,0,0,0,0,0
Appetite,https://www.zomato.com/pune/appetite-pimpri,Pimpri,3.3,"North Indian, Chinese, Italian",1100,0,0,0,0,0,0,1,0,0,0,0
23 East,https://www.zomato.com/pune/23-east-mundhwa,Mundhwa,3.5,North Indian,900,0,0,0,0,0,1,0,0,0,0,0
New Era Bakery,https://www.zomato.com/pune/new-era-bakery-baner,Baner,3.7,Bakery,200,0,0,0,0,0,0,0,0,0,0,0
Amul Restaurant,https://www.zomato.com/pune/amul-restaurant-wakad,Wakad,3.4,"North Indian, Chinese, Street Food",500,0,0,1,0,0,0,0,0,0,0,0
RK Pure Veg,https://www.zomato.com/pune/rk-pure-veg-vishrantwadi,Vishrantwadi,3.6,"North Indian, Chinese",400,0,0,1,0,0,0,0,0,0,0,0
Hotel Ratna,https://www.zomato.com/pune/hotel-ratna-pimpri,Pimpri,3.9,"North Indian, Chinese, Fast Food",400,0,0,1,0,0,0,0,0,0,0,0
Swami The Veg Heritage,https://www.zomato.com/pune/swami-the-veg-heritage-erandwane,Erandwane,3.8,"North Indian, Chinese, Mangalorean, Fast Food",650,0,0,1,0,0,0,0,0,0,0,0
Sheetal Restaurant,https://www.zomato.com/pune/sheetal-restaurant-satara-road,Satara Road,3.8,"Chinese, North Indian, Seafood",600,0,0,0,0,0,0,0,0,0,0,0
Jazz Pizza,https://www.zomato.com/pune/jazz-pizza-nibm-road,NIBM Road,3.5,"Italian, Fast Food",650,0,0,0,0,0,0,0,0,0,0,0
Ghar Ka Khana,https://www.zomato.com/pune/ghar-ka-khana-hinjawadi,Hinjawadi,3.5,North Indian,800,0,0,0,0,0,0,0,0,0,0,0
The Veg  Kitchen,https://www.zomato.com/pune/the-veg-kitchen-pimple-saudagar,Pimple Saudagar,3.7,"North Indian, Chinese",800,0,0,1,0,0,0,0,0,0,0,0
Choice Only Veg,https://www.zomato.com/pune/choice-only-veg-fatima-nagar,Fatima Nagar,3.8,"North Indian, Chinese, Fast Food",550,0,0,1,0,0,0,0,0,0,0,0
Modern Cafe,https://www.zomato.com/pune/modern-cafe-shivaji-nagar,Shivaji Nagar,3.5,"North Indian, South Indian, Chinese, Fast Food",550,0,0,1,0,0,0,0,0,0,0,0
Fountain Family Rest O Bar,https://www.zomato.com/pune/fountain-family-rest-o-bar-shivaji-nagar,Shivaji Nagar,3.6,"North Indian, Chinese",800,0,0,0,0,0,1,0,0,0,0,0
Karachi Sweet Mart,https://www.zomato.com/pune/karachi-sweet-mart-kalyani-nagar,Kalyani Nagar,3.6,"Mithai, Street Food",350,0,0,1,0,0,0,0,0,0,0,0
Mr. Dumpu Delicious,https://www.zomato.com/pune/mr-dumpu-delicious-aundh,SB Road - Aundh,4,"Ice Cream, Desserts",400,0,0,1,0,0,0,0,0,0,0,0
Balaji Pure Veg Vasu's,https://www.zomato.com/pune/balaji-pure-veg-vasus-ravet,Ravet,3.9,"Chinese, North Indian, Maharashtrian, Fast Food",600,0,0,1,0,0,0,0,0,0,0,0
Hotel Mavala,https://www.zomato.com/pune/hotel-mavala-1-hadapsar,Hadapsar,0,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Memon's Kitchen,https://www.zomato.com/pune/memons-kitchen-1-kondhwa,Wanowrie Kondhwa Area,0,Biryani,,0,0,0,0,0,0,0,0,0,0,0
Chandni Chowk Se,https://www.zomato.com/pune/chandni-chowk-se-lohegaon,Lohegaon,0,"North Indian, Street Food",200,0,0,0,0,0,0,0,0,0,0,0
Spice Stories,https://www.zomato.com/pune/spice-stories-kondhwa,Kondhwa,3.9,"North Indian, Maharashtrian",500,0,0,1,0,0,0,0,0,0,0,0
Blockbuster Cafe,https://www.zomato.com/pune/blockbuster-cafe-law-college-road,Law College Road,3.7,"Fast Food, Rolls, Beverages",500,0,0,0,0,0,0,0,0,0,0,0
Taste Of Mughals,https://www.zomato.com/pune/taste-of-mughals-lohegaon,Lohegaon,3.2,"North Indian, Mughlai, Biryani",500,0,0,0,0,0,0,0,0,0,0,0
Bakers Brown,https://www.zomato.com/pune/bakers-brown-viman-nagar,Viman Nagar,4,Bakery,400,0,0,0,0,0,0,0,0,0,0,0
Diamond Biryani,https://www.zomato.com/pune/diamond-biryani-camp-area,Camp Area,3.8,"Biryani, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Cafe 4U,https://www.zomato.com/pune/cafe-4u-baner,Baner,0,Cafe,150,0,0,0,0,0,0,0,0,0,0,0
Naples Staples,https://www.zomato.com/pune/naples-staples-hinjawadi,Hinjawadi,4,"Pizza, Italian, European, Beverages, Salad",800,0,0,0,0,0,0,0,0,0,0,0
Hotel Shivraj,https://www.zomato.com/pune/hotel-shivraj-old-mumbai-pune-highway,Old Mumbai-Pune Highway,3.1,"North Indian, Maharashtrian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Donut Magic,https://www.zomato.com/pune/donut-magic-salunkhe-vihar-road,Salunkhe Vihar Road,3.9,Desserts,150,0,0,1,0,0,0,0,0,0,0,0
Stereo,https://www.zomato.com/pune/stereo-kalyani-nagar,Kalyani Nagar,3.9,"European, North Indian, Burger, Mediterranean",1500,0,0,0,1,1,0,0,0,0,0,0
Republic of Noodles - Lemon Tree Premier,https://www.zomato.com/pune/republic-of-noodles-lemon-tree-premier-bund-garden,Bund Garden Road,4.2,"Chinese, Thai, Mongolian",1800,0,0,0,0,0,0,0,0,0,0,0
Boulevard - The Orchid Hotel,https://www.zomato.com/pune/boulevard-the-orchid-hotel-balewadi,Balewadi,3.9,"North Indian, Chinese, Continental, Italian, Salad",1500,0,0,0,0,0,1,1,0,0,0,0
Mayur Pav Bhaji & Juice Bar,https://www.zomato.com/pune/mayur-pav-bhaji-juice-bar-karve-nagar,Karve Nagar,4.1,"Street Food, North Indian, Chinese, Beverages",500,0,0,1,0,0,0,0,0,0,0,0
Raanmala,https://www.zomato.com/pune/raanmala-sinhgad-road,Sinhgad Road,3.6,Maharashtrian,400,0,0,0,0,0,0,0,0,0,0,0
Purple Wok Co.,https://www.zomato.com/pune/purple-wok-co-viman-nagar,Viman Nagar,3.9,"Chinese, Beverages",600,0,0,0,0,0,0,0,0,0,0,0
Shaukeen - The Complete Paan Shop,https://www.zomato.com/pune/shaukeen-the-complete-paan-shop-2-erandwane,Erandwane,3.8,Paan,100,0,0,1,0,0,0,0,0,0,0,0
Vyanjan,https://www.zomato.com/pune/vyanjan-tilak-road,Tilak Road,3.9,"North Indian, Street Food",400,0,0,1,0,0,0,0,0,0,0,0
Aditya Foods Indian Bench,https://www.zomato.com/pune/aditya-foods-indian-bench-katraj,Katraj,3.7,"Fast Food, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Surabhi,https://www.zomato.com/pune/hotel-surabhi-jm-road,JM Road,3.5,"North Indian, South Indian, Chinese",400,0,0,1,0,0,0,0,0,0,0,0
Pasteur Bakery,https://www.zomato.com/pune/pasteur-bakery-mg-road,MG Road,4.1,"Desserts, Bakery, Fast Food",200,0,0,0,0,0,0,0,0,0,0,1
Shree Kala Snacks Centre,https://www.zomato.com/pune/shree-kala-snacks-centre-rasta-peth,Rasta Peth,4.2,Street Food,100,0,0,1,0,0,0,0,0,0,0,0
Mr. Veg,https://www.zomato.com/pune/mr-veg-aundh,Aundh,3.6,"North Indian, Chinese, Italian, Continental",600,0,0,1,0,0,0,1,0,0,0,0
Waghere Yancha Ranmala,https://www.zomato.com/pune/waghere-yancha-ranmala-chinchwad,Chinchwad,3.7,Maharashtrian,700,0,0,0,0,0,0,0,0,0,0,0
Pind Di Rasoi,https://www.zomato.com/pune/pind-di-rasoi-hadapsar,Hadapsar,3.5,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Juice Destination,https://www.zomato.com/pune/juice-destination-aundh,Aundh,4,"Beverages, Fast Food, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Burger 57,https://www.zomato.com/pune/burger-57-wakad,Wakad,3.8,"Burger, Fast Food",300,0,0,0,0,0,0,0,0,0,0,0
Butter Chicken Factory,https://www.zomato.com/pune/butter-chicken-factory-viman-nagar,Viman Nagar,3.6,North Indian,1000,0,0,0,0,0,0,0,0,0,0,0
Cream California,https://www.zomato.com/pune/cream-california-fc-road,FC Road,4.1,"Ice Cream, Desserts",250,0,0,1,0,0,0,0,0,0,0,1
Falah's Restaurant,https://www.zomato.com/falahsrestaurant,Kondhwa,3.3,"North Indian, Rolls, Fast Food",500,0,0,0,0,0,0,0,0,0,0,0
Assal Vidharbha,https://www.zomato.com/pune/assal-vidharbha-karve-nagar,Karve Nagar,3.5,"North Indian, Maharashtrian",300,0,0,0,0,0,0,0,0,0,0,0
ALC Bar & Bites,https://www.zomato.com/pune/alc-bar-bites-kothrud,Kothrud,3.7,"Chinese, North Indian",1600,0,0,0,0,1,0,0,0,0,0,0
Gangotri Restaurant,https://www.zomato.com/pune/gangotri-restaurant-lohegaon,Lohegaon,0,"North Indian, South Indian, Street Food, Chinese",350,0,0,0,0,0,0,0,0,0,0,0
The Cheezy Sandwich,https://www.zomato.com/pune/the-cheezy-sandwich-baner,Baner,0,"Sandwich, Fast Food",200,0,0,0,0,0,0,0,0,0,0,0
UFO Burger Kitchen,https://www.zomato.com/pune/ufo-burger-kitchen-wakad,Wakad,0,"Burger, Fast Food, Beverages",,0,0,0,0,0,0,0,0,0,0,0
Hotel Mankari,https://www.zomato.com/pune/hotel-mankari-1-hadapsar,Hadapsar,0,Maharashtrian,350,0,0,0,0,0,0,0,0,0,0,0
Berozgar Bawarchi,https://www.zomato.com/pune/berozgar-bawarchi-1-pashan,Pashan,0,"Mughlai, North Indian, Bengali",,0,0,0,0,0,0,0,0,0,0,0
Maz Burger,https://www.zomato.com/pune/maz-burger-kondhwa,Kondhwa,0,"Fast Food, Beverages",350,0,0,0,0,0,0,0,0,0,0,0
The Engineers Biryani House,https://www.zomato.com/pune/the-engineers-biryani-house-chinchwad,Chinchwad,0,Biryani,250,0,0,0,0,0,0,0,0,0,0,0
Hotel Rassa Handi,https://www.zomato.com/pune/hotel-rassa-handi-ravet,Ravet,3.3,"Maharashtrian, North Indian, Mughlai",500,0,0,0,0,0,0,0,0,0,0,0
Engineer's Chinese,https://www.zomato.com/pune/engineers-chinese-katraj,Katraj,3.5,Chinese,200,0,0,0,0,0,0,0,0,0,0,0
Coffee & More,https://www.zomato.com/pune/coffee-more-dhankawadi,Dhankawadi,3.8,"Fast Food, Beverages",300,0,0,0,0,0,0,0,0,0,0,0
What A Burger,https://www.zomato.com/pune/what-a-burger-baner,Baner,3.2,"Burger, Fast Food",300,0,0,0,0,0,0,0,0,0,0,0
Ambika Sandwich,https://www.zomato.com/pune/ambika-sandwich-sadashiv-peth,Sadashiv Peth,3.3,Fast Food,250,0,0,0,0,0,0,0,0,0,0,0
Fit & Fat Bistro,https://www.zomato.com/pune/fit-fat-bistro-aundh,Aundh,3.5,"Fast Food, Beverages",400,0,0,1,0,0,0,0,0,0,0,0
SOY - So Chinese,https://www.zomato.com/pune/soy-so-chinese-viman-nagar,Viman Nagar,3.5,Chinese,,0,0,0,0,0,0,0,0,0,0,0
Moshi Grrand,https://www.zomato.com/pune/moshi-grrand-bhosari,Bhosari,2.6,"North Indian, Chinese, Continental, Maharashtrian",750,0,0,0,0,0,0,0,0,0,0,0
Mr. Noodle,https://www.zomato.com/pune/mr-noodle-kondhwa,Kondhwa,0,"Chinese, Cantonese",500,0,0,0,0,0,0,0,0,0,0,0
Kitchen Stories,https://www.zomato.com/pune/kitchen-stories-lohegaon,Lohegaon,3.5,"North Indian, Maharashtrian",600,0,0,0,0,0,0,0,0,0,0,0
Bedis Naan House,https://www.zomato.com/pune/bedis-naan-house-1-baner,Baner,3.5,"North Indian, Fast Food",250,0,0,0,0,0,0,0,0,0,0,0
Shamiyana Veg & Non-veg,https://www.zomato.com/pune/shamiyana-veg-non-veg-katraj,Katraj,3.5,"North Indian, Chinese",350,0,0,0,0,0,0,0,0,0,0,0
Rudra Family Restaurant and Bar,https://www.zomato.com/pune/rudra-family-restaurant-and-bar-hadapsar,Hadapsar,3.4,"North Indian, Chinese, Seafood",650,0,0,0,0,0,0,0,0,0,0,0
Mahesh Andra Mess,https://www.zomato.com/pune/mahesh-andra-mess-hinjawadi,Hinjawadi,3.5,"North Indian, Hyderabadi",400,0,0,0,0,0,0,0,0,0,0,0
Cocktails Ice Cream Parlor,https://www.zomato.com/pune/cocktails-ice-cream-parlor-katraj,Katraj,3.4,"Desserts, Beverages",300,0,0,0,0,0,0,0,0,0,0,0
Hotel Mansi Veg,https://www.zomato.com/pune/hotel-mansi-veg-warje,Warje,3.4,"North Indian, South Indian, Chinese, Fast Food",800,0,0,1,0,0,0,0,0,0,0,0
Hotel Kasturi,https://www.zomato.com/pune/hotel-kasturi-sinhgad-road,Sinhgad Road,3.1,"North Indian, Street Food",300,0,0,0,0,0,0,0,0,0,0,0
Miracles Tokri Chaat,https://www.zomato.com/pune/miracles-tokri-chaat-wagholi,Wagholi,0,Street Food,,0,0,1,0,0,0,0,0,0,0,1
Food Drive,https://www.zomato.com/pune/food-drive-3-wagholi,Wagholi,0,"North Indian, Chinese",,0,0,0,0,0,0,0,0,0,0,0
"Casa Mia - Biryani, Kabab & Handi's",https://www.zomato.com/pune/casa-mia-biryani-kabab-handis-chinchwad,Chinchwad,3.3,"Biryani, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Behesht Restaurant And Cafe,https://www.zomato.com/pune/behesht-restaurant-and-cafe-kondhwa,Kondhwa,3.3,"North Indian, Chinese, Fast Food",800,0,0,0,0,0,0,0,0,0,0,0
Raje Rajwadi Pure Veg,https://www.zomato.com/pune/raje-rajwadi-pure-veg-sinhgad-road,Sinhgad Road,3,"North Indian, Maharashtrian, Chinese, Fast Food",500,0,0,1,0,0,0,0,0,0,0,0
Bowl Eat Up!,https://www.zomato.com/pune/bowl-eat-up-model-colony,Deccan & Peths,3.5,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Sampan Hotel,https://www.zomato.com/pune/sampan-hotel-kondhwa,Kondhwa,3.3,"North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
90 Degree Resto & Lounge,https://www.zomato.com/pune/90-degree-resto-lounge-bhugaon,Bhugaon,3.6,"Chinese, Continental, North Indian, Italian, Desserts, Pizza",800,0,1,0,0,1,0,0,0,0,0,0
Hotel Arab Zaika,https://www.zomato.com/pune/hotel-arab-zaika-viman-nagar,Viman Nagar,3.4,"North Indian, Chinese",,0,0,0,0,0,0,0,0,0,0,0
Barbeque Celebration,https://www.zomato.com/pune/barbeque-celebration-hinjawadi,Hinjawadi,3.6,"Mughlai, North Indian",1200,0,0,0,0,0,0,1,0,0,0,0
The Roasted Bean,https://www.zomato.com/pune/the-roasted-bean-1-koregaon-park,Koregaon Park,3.9,"Cafe, Sandwich",650,0,0,0,0,0,0,0,0,0,0,0
Kebab Nation,https://www.zomato.com/pune/kebab-nation-baner,Baner,3.6,"North Indian, Biryani, Mughlai, Kebab",,0,0,0,0,0,0,0,0,0,0,0
Neha Snacks,https://www.zomato.com/pune/neha-snacks-katraj,Katraj,3.7,"Fast Food, North Indian",300,0,0,0,0,0,0,0,0,0,0,0
Uttam Sweets,https://www.zomato.com/pune/uttam-sweets-sinhgad-road,Sinhgad Road,3.7,"Mithai, Street Food",400,0,0,0,0,0,0,0,0,0,0,0
Raju Omlet,https://www.zomato.com/pune/raju-omlet-2-sinhgad-road,Sinhgad Road,4.1,Street Food,200,0,0,0,0,0,0,0,0,0,0,0
Paddy's Burger House N Café,https://www.zomato.com/pune/paddys-burger-house-n-café-nigdi,Nigdi,3.7,"Fast Food, Street Food, Burger, Sandwich, Pizza",250,0,0,0,0,0,0,0,0,0,0,0
Double Tea Cafe,https://www.zomato.com/pune/double-tea-cafe-kondhwa,Kondhwa,3.8,"Coffee, Fast Food, Beverages",200,0,0,0,0,0,0,0,0,0,0,0
Cream Kitchen,https://www.zomato.com/pune/cream-kitchen-swargate,Swargate,3.6,"North Indian, Chinese",400,0,0,1,0,0,0,0,0,0,0,0
Apricot Veg,https://www.zomato.com/pune/apricot-veg-1-wakad,Wakad,3.8,"North Indian, Chinese, Fast Food, Desserts",650,0,0,1,0,0,0,0,0,0,0,0
Cream Centre,https://www.zomato.com/pune/cream-centre-baner,Baner,3.6,"North Indian, Italian, Mexican, Street Food",1600,0,0,1,0,0,1,0,0,0,0,0
Cafe Cilantro,https://www.zomato.com/pune/cafe-cilantro-4-chinchwad,Chinchwad,3.5,"Italian, Fast Food, Sandwich",450,0,0,0,0,0,0,0,0,0,0,0
Pocket Cafe,https://www.zomato.com/pune/pocket-cafe-akurdi,Akurdi,3.3,"Cafe, Desserts",200,0,0,1,0,0,0,0,0,0,0,0
Pune Baking Company,https://www.zomato.com/pune/pune-baking-company-senapati-bapat-road,Senapati Bapat Road,3.9,"Desserts, Cafe, Bakery, Fast Food",750,0,0,0,0,0,0,0,0,0,0,0
Tabbu's,https://www.zomato.com/pune/tabbus-hinjawadi,Hinjawadi,3.5,"Chinese, North Indian, Rolls",400,0,0,0,0,0,0,0,0,0,0,0
Laxmi Narayan,https://www.zomato.com/pune/laxmi-narayan-kothrud,Kothrud,3.7,North Indian,300,0,0,0,0,0,0,0,0,0,0,0
J.J. Biryanis & Fast Foods,https://www.zomato.com/pune/j-j-biryanis-fast-foods-dhankawadi,Dhankawadi,3.8,"Biryani, North Indian, Chinese",300,0,0,0,0,0,0,0,0,0,0,0
HAS South Bombay,https://www.zomato.com/pune/has-south-bombay-viman-nagar,Viman Nagar,3.8,"South Indian, Beverages",350,0,0,1,0,0,0,0,0,0,0,0
Cafe Leo,https://www.zomato.com/pune/cafe-leo-wagholi,Wagholi,3.6,Fast Food,400,0,0,0,0,0,0,0,0,0,0,0
Cafe 52,https://www.zomato.com/pune/cafe-52-camp-area,Camp Area,3.4,"Fast Food, Lebanese",300,0,0,0,0,0,0,0,0,0,0,0
Bits & Bytes,https://www.zomato.com/pune/bits-bytes-kothrud,Kothrud,3.7,"Fast Food, North Indian",350,0,0,0,0,0,0,0,0,0,0,0
Om Shiva Swadisht Bhel,https://www.zomato.com/pune/om-shiva-swadisht-bhel-nigdi,Nigdi,3.6,Street Food,150,0,0,1,0,0,0,0,0,0,0,0
Kolkata Spice,https://www.zomato.com/pune/kolkata-spice-nigdi,Nigdi,3.5,"Bengali, Chinese, Mughlai",600,0,0,0,0,0,0,0,0,0,0,0
Cafe Farmhouse,https://www.zomato.com/pune/cafe-farmhouse-wanowrie,Wanowrie,3.5,"North Indian, Chinese, Fast Food",500,0,0,0,0,0,0,0,0,0,0,0
FoodGinie,https://www.zomato.com/pune/foodginie-hadapsar,Hadapsar,3.8,North Indian,200,0,0,1,0,0,0,0,0,0,0,0
Dakshin Bhavan,https://www.zomato.com/pune/dakshin-bhavan-kharadi,Kharadi,3.5,"South Indian, Chinese",200,0,0,1,0,0,0,0,0,0,0,0
BottomsUp Resto,https://www.zomato.com/bottomsupresto,Hinjawadi,3.6,"North Indian, Chinese",1200,0,0,0,0,1,0,0,0,0,0,0
Virinda Pav Bhaji,https://www.zomato.com/pune/virinda-pav-bhaji-hinjawadi,Hinjawadi,3,Street Food,200,0,0,1,0,0,0,0,0,0,0,0
Reddy's Family Restaurant,https://www.zomato.com/pune/reddys-family-restaurant-lohegaon,Lohegaon,3.3,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Sunshine Family Restaurant,https://www.zomato.com/pune/sunshine-family-restaurant-vishrantwadi,Vishrantwadi,3.4,"North Indian, Chinese, Mughlai, Hyderabadi",400,0,0,0,0,0,0,0,0,0,0,0
Hotel Satkar,https://www.zomato.com/pune/hotel-satkar-chandan-nagar,Chandan Nagar,3.4,"Chinese, North Indian, Fast Food, Ice Cream",600,0,0,1,0,0,0,0,0,0,0,0
Garva,https://www.zomato.com/pune/garva-mulshi,Mulshi Road,3.4,"North Indian, Chinese, Seafood",750,0,0,0,0,0,0,0,0,0,0,0
Fuzion - Novotel,https://www.zomato.com/pune/fuzion-novotel-viman-nagar,Viman Nagar,3.8,Continental,600,0,0,0,0,0,1,0,0,0,0,0
Shee Chinese,https://www.zomato.com/pune/shee-chinese-kondhwa,Kondhwa,3.9,Chinese,650,0,0,0,0,0,0,0,0,0,0,0
Potbhar Non Veg,https://www.zomato.com/pune/potbhar-non-veg-karve-nagar,Karve Nagar,3.7,"Maharashtrian, North Indian",700,0,0,0,0,0,0,0,0,0,0,0
Mahanaaz Restaurant,https://www.zomato.com/pune/mahanaaz-restaurant-camp-area,Camp Area,3.5,Fast Food,200,0,0,0,0,0,0,0,0,0,0,0
Empire Garden,https://www.zomato.com/pune/empire-garden-pimpri,Pimpri,3.8,"North Indian, Mughlai, Chinese, Seafood",800,0,0,0,0,1,0,0,0,0,0,0
Dragon,https://www.zomato.com/pune/dragon-model-colony,Model Colony,2,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Sadanand Resorts,https://www.zomato.com/pune/sadanand-resorts-baner,Baner,3.6,"North Indian, Chinese, Seafood",600,0,0,0,0,0,0,0,0,0,0,0
Sharvaree Restaurant,https://www.zomato.com/pune/sharvaree-restaurant-fc-road,FC Road,3.9,"Maharashtrian, North Indian, Chinese",700,0,0,1,0,0,0,1,0,0,0,0
Om Sai Expresso,https://www.zomato.com/pune/om-sai-expresso-bavdhan,Bavdhan,3,"South Indian, North Indian, Fast Food, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Foodtime Restaurant,https://www.zomato.com/pune/foodtime-restaurant-ravet,Ravet,3.4,"Chinese, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Jayashree Garden,https://www.zomato.com/pune/jayashree-garden-tilak-road,Tilak Road,3.7,"North Indian, Continental, Chinese, Juices",700,0,0,1,0,0,0,0,0,0,0,0
Fuapullo,https://www.zomato.com/pune/fuapullo-sinhgad-road,Sinhgad Road,3.3,Chinese,300,0,0,0,0,0,0,0,0,0,0,0
